StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Prolific ID ","Consent ","Age ","Gender ",OMSI,Gen_1,Gen_2,Gen_3,Gen_4,Gen_5,Gen_6,Gen_7,Gen_8,Gen_9,Gen_10,Gen_11,Gen_12,Gen_13,Gen_14,Gen_15,Gen_16,Gen_17,Gen_18,Gen_19,Gen_20,Gen_21,Gen_22,Gen_23,Gen_24,Gen_25,Gen_26,Gen_27,Gen_28,Gen_29,Gen_30,Gen_31,Gen_32,Gen_33,Gen_34,Gen_35,Gen_36,HAAS _1,HAAS _2,HAAS _3,HAAS _4,HAAS _5,HAAS _6,HAAS _7,HAAS _8,HAAS _9,HAAS _10,HAAS _11,HAAS _12,PROLIFIC_PID,Vignette,VigNro
2025-09-10 11:03:48,2025-09-10 11:06:35,0,100,167,1,2025-09-10 11:06:35,R_2DXmH2bi6hMNJgB,anonymous,EN,672946ef8187e4253c5ff800,2,24,2,2,4,4,4,4,4,4,5,4,4,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,4,4,4,5,5,4,4,5,5,4,1,4,5,5,3,3,4,1,1,1,1,1,1,672946ef8187e4253c5ff800,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-10 11:02:31,2025-09-10 11:06:37,0,100,245,1,2025-09-10 11:06:37,R_2OJkQJKpmEGiSzw,anonymous,EN,58a9acb966e4640001c53a7f,2,34,1,2,5,3,3,2,4,3,3,4,3,4,3,4,5,5,5,1,1,1,1,1,1,4,4,4,2,3,5,1,1,1,1,1,4,1,1,1,2,2,3,2,1,1,3,4,1,4,3,3,58a9acb966e4640001c53a7f,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-10 11:03:42,2025-09-10 11:06:37,0,100,175,1,2025-09-10 11:06:37,R_8I4uSMDUhAglNJa,anonymous,EN,5c8b065abd96ce0001947d1b,2,42,2,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,1,1,5,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,3,3,1,1,3,1,1,5c8b065abd96ce0001947d1b,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-10 11:00:49,2025-09-10 11:06:40,0,100,350,1,2025-09-10 11:06:40,R_2iO92XJFi2bMBIs,anonymous,EN,5dd164969c84d81de0b1beca,2,40,2,3,4,5,5,5,5,4,5,4,5,5,5,5,4,4,4,4,4,5,3,3,3,4,5,4,5,5,4,3,3,3,5,4,5,5,3,1,5,4,4,4,4,3,3,3,1,1,1,1,5dd164969c84d81de0b1beca,"While out for a walk, you hear a busker playing incredible sounding music you have never discovered before. You are not sure what is attracting your interest to the music but you allow yourself to be taken in by the music and its new emotional direction.",11
2025-09-10 11:01:59,2025-09-10 11:06:40,0,100,281,1,2025-09-10 11:06:40,R_2pbZ9v1bSEssh6b,anonymous,EN,66d339846ddb5871646d198c,2,56,1,2,5,5,4,3,3,3,3,4,4,4,4,3,3,4,5,3,3,3,4,4,5,4,3,4,3,3,3,3,5,4,5,5,5,4,4,1,4,3,4,3,2,4,1,1,1,1,1,1,66d339846ddb5871646d198c,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-10 11:03:06,2025-09-10 11:06:42,0,100,215,1,2025-09-10 11:06:42,R_82Dt2idubs1PZRf,anonymous,EN,60f5df9db9380d875c320307,2,60,1,1,4,5,5,3,3,3,4,3,4,4,4,3,4,4,5,4,4,5,3,3,3,4,4,4,4,5,2,5,5,5,4,4,5,4,5,1,4,4,5,4,3,5,1,1,1,1,1,1,60f5df9db9380d875c320307,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-10 11:03:54,2025-09-10 11:06:44,0,100,170,1,2025-09-10 11:06:45,R_8WMxDdMFQETfumc,anonymous,EN,6775c5ef1f8667141b32c256,2,55,2,2,4,5,5,4,4,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,1,3,3,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6775c5ef1f8667141b32c256,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-10 11:02:13,2025-09-10 11:06:48,0,100,275,1,2025-09-10 11:06:48,R_2Xsi9FQtPmnvuxz,anonymous,EN,667839cf0ea802be4f9e2398,2,35,2,2,5,5,5,5,3,5,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,3,3,5,4,3,4,5,5,5,4,1,4,4,5,5,5,,1,1,1,1,3,2,667839cf0ea802be4f9e2398,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-10 11:01:56,2025-09-10 11:06:50,0,100,293,1,2025-09-10 11:06:50,R_8qq5pSFCNfKIhga,anonymous,EN,5ce9b0e4be5a6b00163f6870,2,59,1,2,5,5,3,5,4,2,5,5,5,3,2,3,2,2,3,4,3,3,3,3,5,5,5,5,3,3,4,3,3,4,3,3,5,5,4,1,5,3,4,5,5,5,1,1,1,1,1,2,5ce9b0e4be5a6b00163f6870,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-10 11:03:12,2025-09-10 11:06:51,0,100,219,1,2025-09-10 11:06:52,R_8xGfpxUacRTBTxF,anonymous,EN,56bdd0efef423f0006cbd833,2,45,1,1,2,3,3,4,3,4,4,4,4,4,2,3,3,3,3,2,2,2,4,4,3,3,4,4,2,2,3,1,1,1,2,2,1,3,2,1,2,3,2,3,3,2,4,4,3,3,3,3,56bdd0efef423f0006cbd833,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-10 11:02:46,2025-09-10 11:06:53,0,100,246,1,2025-09-10 11:06:53,R_2hXsiHtUKCYXaQX,anonymous,EN,66faeeeafd0c076eec88cfcb,2,54,2,2,5,5,5,4,3,3,5,5,5,4,5,4,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,5,4,4,5,4,4,1,1,1,1,1,1,66faeeeafd0c076eec88cfcb,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-10 11:02:53,2025-09-10 11:06:53,0,100,239,1,2025-09-10 11:06:54,R_83f2pPVTNd26RqF,anonymous,EN,59d3e6c5cafa460001f84103,2,56,1,2,5,5,4,5,5,4,5,5,5,4,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,3,4,5,5,4,5,5,4,1,5,5,4,4,4,5,1,1,1,1,1,1,59d3e6c5cafa460001f84103,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-10 11:04:13,2025-09-10 11:06:56,0,100,163,1,2025-09-10 11:06:56,R_8woAmKKaBqZ4dMd,anonymous,EN,5f8334ffc5245348860b4f57,2,49,2,3,4,4,4,4,3,4,4,4,3,4,4,4,2,2,2,1,1,1,3,3,4,4,4,4,3,3,4,2,2,2,3,2,5,4,2,1,3,3,3,3,3,2,4,4,1,1,3,3,5f8334ffc5245348860b4f57,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-10 10:59:26,2025-09-10 11:07:00,0,100,454,1,2025-09-10 11:07:00,R_2h8Awc9TXD23t73,anonymous,EN,6658d02b830a00e979619fb8,2,34,2,2,4,4,3,4,3,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,3,4,4,4,4,4,2,2,2,4,4,4,4,4,1,4,4,4,4,4,4,1,1,1,1,1,1,6658d02b830a00e979619fb8,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-10 11:05:17,2025-09-10 11:07:03,0,100,105,1,2025-09-10 11:07:04,R_2uEeHdlQ1kUHWHD,anonymous,EN,573c6b96b3a71f00146df8c4,2,27,2,2,4,4,3,2,4,3,4,5,4,4,5,5,4,3,4,2,2,2,4,4,3,5,4,4,4,3,5,2,2,2,2,2,3,3,2,1,4,4,3,4,3,5,2,1,1,3,1,2,573c6b96b3a71f00146df8c4,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-10 11:03:29,2025-09-10 11:07:03,0,100,214,1,2025-09-10 11:07:04,R_2zlE187kBI7Bldf,anonymous,EN,677bb2c5448379a16cbf0a9e,2,29,2,2,5,4,3,5,4,5,3,4,4,4,1,2,2,2,1,1,1,1,4,4,2,5,5,5,4,4,5,5,5,5,3,3,2,4,3,1,3,1,1,2,2,4,3,2,1,1,4,3,677bb2c5448379a16cbf0a9e,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-10 11:04:11,2025-09-10 11:07:04,0,100,173,1,2025-09-10 11:07:04,R_2bJpHfJxFp4YPpI,anonymous,EN,610708c5efbf18e4295facc3,2,46,2,2,4,4,4,4,4,2,4,3,4,4,4,4,2,2,2,3,3,2,3,2,1,4,4,5,4,4,3,2,2,2,2,2,4,1,1,1,3,4,4,2,3,3,1,1,1,2,3,2,610708c5efbf18e4295facc3,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-10 11:02:40,2025-09-10 11:07:04,0,100,263,1,2025-09-10 11:07:04,R_8zZOB0T4o0kGBYj,anonymous,EN,63c5514d060f9b8e66cab38f,2,50,2,2,5,5,5,3,1,3,5,5,5,5,5,4,3,3,3,3,3,3,3,1,3,3,3,3,3,4,4,4,4,3,4,5,5,4,4,1,5,4,3,5,3,5,1,1,1,1,1,1,63c5514d060f9b8e66cab38f,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-10 11:04:07,2025-09-10 11:07:09,0,100,182,1,2025-09-10 11:07:10,R_2CHhGPy024I1hOU,anonymous,EN,5edec2b3e095321650bddc22,2,39,1,2,5,5,5,3,5,3,5,5,5,5,4,3,2,3,2,5,5,5,1,2,2,4,5,5,3,4,2,1,1,2,3,3,5,5,3,1,4,4,3,4,1,5,1,1,1,1,1,1,5edec2b3e095321650bddc22,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-10 11:03:49,2025-09-10 11:07:11,0,100,201,1,2025-09-10 11:07:11,R_81zbi5usLNNGlYR,anonymous,EN,63174af7d57182f9bf90c094,2,45,1,2,5,5,5,4,3,3,4,5,4,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,5,4,1,4,3,3,4,3,3,1,1,1,1,2,1,63174af7d57182f9bf90c094,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-10 11:04:07,2025-09-10 11:07:12,0,100,184,1,2025-09-10 11:07:12,R_2n7T3c0Y8M8J2YA,anonymous,EN,66682215a0ceedec14b62fe6,2,37,2,2,5,5,5,4,4,4,5,5,5,3,4,5,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,5,5,5,1,4,5,5,5,4,5,1,1,1,1,1,1,66682215a0ceedec14b62fe6,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-10 11:03:40,2025-09-10 11:07:12,0,100,212,1,2025-09-10 11:07:12,R_2ro2NrZKfezbV7c,anonymous,EN,5e230311699ac45b327786dc,2,69,2,2,3,3,2,2,2,2,4,2,2,4,4,4,4,5,4,2,2,2,1,2,2,2,3,3,4,2,2,2,2,2,4,2,3,2,2,1,3,4,3,4,2,2,1,1,1,1,1,1,5e230311699ac45b327786dc,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-10 11:04:36,2025-09-10 11:07:12,0,100,156,1,2025-09-10 11:07:12,R_2LvS5ogcctO5TCP,anonymous,EN,5e7d790c0d34ae3fef75c74e,2,45,1,2,4,5,4,5,4,4,3,5,4,3,3,4,3,3,4,4,4,4,3,3,3,4,5,4,4,5,3,3,3,5,4,3,4,4,2,1,4,5,4,4,4,4,5,2,3,1,3,2,5e7d790c0d34ae3fef75c74e,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-10 11:01:22,2025-09-10 11:07:12,0,100,350,1,2025-09-10 11:07:13,R_8XclzyikzFhbJQf,anonymous,EN,62a3b97d41ae082b602e815b,2,33,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,2,3,1,1,1,1,1,1,62a3b97d41ae082b602e815b,"While out for a walk, you hear a busker playing incredible sounding music you have never discovered before. You are not sure what is attracting your interest to the music but you allow yourself to be taken in by the music and its new emotional direction.",11
2025-09-10 11:03:28,2025-09-10 11:07:15,0,100,226,1,2025-09-10 11:07:15,R_2Mi0FgGyfnBHOr5,anonymous,EN,5ee13172646ecb12b9368547,2,39,2,3,3,3,3,3,2,3,4,3,4,4,4,4,4,3,4,5,4,3,1,3,2,4,3,4,3,3,4,4,3,4,4,4,4,4,4,1,3,4,4,4,3,4,1,1,1,1,1,1,5ee13172646ecb12b9368547,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-10 11:04:49,2025-09-10 11:07:16,0,100,147,1,2025-09-10 11:07:17,R_2e9qXVSkgVSPbig,anonymous,EN,6155c3348a41490d84e761b8,2,38,1,3,5,5,4,5,5,5,4,5,5,3,5,5,4,4,3,4,5,4,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,1,3,3,4,4,4,4,3,2,1,2,3,3,6155c3348a41490d84e761b8,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-10 11:02:38,2025-09-10 11:07:18,0,100,280,1,2025-09-10 11:07:18,R_8vvEDKni3a79Cq5,anonymous,EN,66fc4c33d23e6dbcc76af82b,2,63,1,2,5,5,5,4,5,3,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,4,5,4,2,4,5,3,2,3,4,3,4,4,5,1,4,4,4,4,3,4,1,1,1,1,2,2,66fc4c33d23e6dbcc76af82b,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-10 11:04:26,2025-09-10 11:07:18,0,100,172,1,2025-09-10 11:07:19,R_2VE5JqNb9I0iYZH,anonymous,EN,5fc7694c36033201e9defeb7,2,40,2,2,4,4,4,4,2,2,3,3,3,4,4,4,3,2,3,3,1,3,4,4,3,4,4,4,3,4,2,2,2,2,2,2,4,4,2,1,4,4,4,4,3,4,1,1,1,1,1,1,5fc7694c36033201e9defeb7,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-10 11:03:09,2025-09-10 11:07:25,0,100,255,1,2025-09-10 11:07:25,R_8R8dzlQQOEpmR5o,anonymous,EN,6053e01a6a8e8516ba7d47a7,2,58,1,3,5,5,4,4,4,4,5,5,5,4,2,4,5,4,4,4,3,3,3,3,4,5,5,5,3,3,3,5,5,5,4,4,5,5,4,1,5,2,3,5,5,5,1,1,1,1,1,1,6053e01a6a8e8516ba7d47a7,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-10 11:02:07,2025-09-10 11:07:26,0,100,319,1,2025-09-10 11:07:27,R_2PNeADrw8TCE5gk,anonymous,EN,6659cc755e12f99a9efc39e5,2,47,1,1,4,4,3,4,4,3,4,4,4,2,2,3,3,4,3,3,3,3,4,2,3,4,4,4,2,3,3,3,3,3,2,3,4,3,3,1,2,2,3,4,4,4,1,1,1,1,1,1,6659cc755e12f99a9efc39e5,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-10 11:04:02,2025-09-10 11:07:27,0,100,205,1,2025-09-10 11:07:27,R_8Z9Q791SopeZczf,anonymous,EN,650064e9af85cff3692f07f9,2,57,1,2,1,3,2,2,1,2,4,2,4,3,3,4,4,4,3,2,5,3,4,3,4,3,4,4,2,3,2,1,1,2,2,2,4,3,2,1,4,5,4,4,4,4,1,1,1,1,1,3,650064e9af85cff3692f07f9,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-10 11:04:59,2025-09-10 11:07:31,0,100,152,1,2025-09-10 11:07:32,R_2lX2yevi3qEt8tz,anonymous,EN,5c9e74d8dae4e80016bef814,2,41,2,2,3,4,3,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,4,4,4,4,4,5,4,4,4,2,2,2,2,3,4,2,4,1,3,4,4,4,4,4,1,1,1,1,2,1,5c9e74d8dae4e80016bef814,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-10 11:05:00,2025-09-10 11:07:33,0,100,153,1,2025-09-10 11:07:34,R_2LXxla5OhZW0eO7,anonymous,EN,60314f566c0b9306e3956ebc,2,55,1,2,5,5,5,4,5,5,4,5,5,4,5,4,4,4,5,4,5,4,5,5,5,5,5,5,4,4,3,3,3,4,4,4,5,4,4,2,5,4,4,4,3,4,2,2,2,2,1,2,60314f566c0b9306e3956ebc,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-10 11:04:54,2025-09-10 11:07:36,0,100,162,1,2025-09-10 11:07:36,R_2JYHu8jac5170yt,anonymous,EN,5c1a862dc4004e0001f8020f,2,63,2,1,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,5c1a862dc4004e0001f8020f,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-10 11:04:07,2025-09-10 11:07:38,0,100,211,1,2025-09-10 11:07:38,R_8rcRpfdtXJFep8b,anonymous,EN,56bc48c70b36c4000c4ddf80,2,57,2,1,2,2,3,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,1,3,3,2,4,3,1,1,3,2,1,1,1,5,4,3,5,3,4,56bc48c70b36c4000c4ddf80,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-10 11:03:57,2025-09-10 11:07:39,0,100,222,1,2025-09-10 11:07:40,R_2k7a7wY3u6AULFD,anonymous,EN,5b5f15f2fc072a00017da73d,2,62,2,1,3,3,3,2,2,2,2,2,3,3,4,2,2,4,2,4,4,4,3,3,3,4,4,4,4,4,2,2,1,2,3,2,4,3,4,1,5,4,4,3,2,3,1,1,1,1,4,2,5b5f15f2fc072a00017da73d,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-10 11:03:24,2025-09-10 11:07:41,0,100,256,1,2025-09-10 11:07:41,R_8SuzzRd3AFEUNdB,anonymous,EN,601b0712b0701c46459aab27,2,55,2,6,5,5,4,3,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,2,2,3,4,3,5,4,4,1,4,4,2,4,3,4,1,1,1,1,1,2,601b0712b0701c46459aab27,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-10 11:03:47,2025-09-10 11:07:42,0,100,235,1,2025-09-10 11:07:42,R_896LChTiOdzuTjS,anonymous,EN,5d4043f25458cb0001d164a0,2,62,2,4,5,5,4,3,4,3,4,3,4,4,4,5,5,5,5,3,3,4,4,4,5,5,4,5,3,5,4,4,5,4,3,3,4,4,3,1,5,5,5,5,1,4,1,1,1,1,1,1,5d4043f25458cb0001d164a0,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-10 11:05:47,2025-09-10 11:07:47,0,100,119,1,2025-09-10 11:07:47,R_2QKvXOUGTGQrira,anonymous,EN,6658ba167affbe300577b93d,2,37,2,2,3,3,4,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,4,3,2,2,2,2,2,1,3,3,2,4,2,1,3,3,3,2,2,2,3,3,2,3,2,2,6658ba167affbe300577b93d,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-10 11:04:40,2025-09-10 11:07:49,0,100,189,1,2025-09-10 11:07:49,R_2v343XnBuLuJMu7,anonymous,EN,59136492bfce7c0001aea83d,2,55,2,2,5,5,5,2,2,2,5,5,5,3,4,3,3,3,3,5,5,5,2,2,3,3,5,4,4,4,3,2,2,3,4,4,5,5,3,1,4,4,3,4,3,4,1,1,1,1,1,1,59136492bfce7c0001aea83d,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-10 11:05:51,2025-09-10 11:07:49,0,100,117,1,2025-09-10 11:07:49,R_2BvmsewUD32F4pX,anonymous,EN,5d879c06e645c60019847113,2,36,2,1,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,2,2,4,4,3,1,3,3,3,4,3,4,2,2,2,2,2,2,5d879c06e645c60019847113,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-10 11:02:45,2025-09-10 11:07:49,0,100,304,1,2025-09-10 11:07:50,R_8Pn0xPDe01J7ZjO,anonymous,EN,6730f2e20f5915ff4ad2c07d,2,59,2,2,5,4,4,3,2,3,3,3,3,5,4,5,5,5,4,3,3,3,5,5,4,5,4,3,5,4,2,2,2,3,3,3,4,3,4,1,4,4,4,3,2,3,1,1,1,1,1,1,6730f2e20f5915ff4ad2c07d,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-10 11:03:20,2025-09-10 11:07:50,0,100,269,1,2025-09-10 11:07:50,R_8TNqGhj3bNTjQp7,anonymous,EN,616c176e3053a05aac471aa9,2,74,2,2,5,5,4,3,4,4,5,4,5,4,4,4,5,4,4,5,5,5,5,4,4,5,3,5,4,4,4,5,5,5,4,4,5,5,3,1,4,3,3,5,5,5,1,1,1,1,1,1,616c176e3053a05aac471aa9,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-10 11:05:40,2025-09-10 11:07:50,0,100,129,1,2025-09-10 11:07:50,R_283GROKKx2lbrd7,anonymous,EN,5e3e38e3c10d050a4e590bdc,2,43,1,4,5,5,5,4,5,5,5,5,5,3,5,4,2,2,4,5,4,5,3,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,3,5,2,2,1,1,3,3,5e3e38e3c10d050a4e590bdc,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-10 11:03:50,2025-09-10 11:07:54,0,100,243,1,2025-09-10 11:07:55,R_2qg2Km6nUsrgAxv,anonymous,EN,56296779c8ffc200055134c9,2,51,1,2,4,4,4,5,4,4,1,2,2,2,5,2,1,2,2,2,3,1,3,4,3,4,5,4,3,3,3,2,2,2,3,3,4,4,4,1,4,5,5,2,1,4,2,1,1,1,2,1,56296779c8ffc200055134c9,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-10 11:05:59,2025-09-10 11:07:57,0,100,117,1,2025-09-10 11:07:57,R_2CBLqKG4FNP0GW2,anonymous,EN,60d39788423219f2cbb65a2f,2,31,2,1,4,4,4,3,3,2,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,1,2,2,3,4,4,3,5,1,4,3,3,4,2,2,2,2,2,3,3,2,60d39788423219f2cbb65a2f,"While out for a walk, you hear a busker playing incredible sounding music you have never discovered before. You are not sure what is attracting your interest to the music but you allow yourself to be taken in by the music and its new emotional direction.",11
2025-09-10 10:58:38,2025-09-10 11:08:01,0,100,562,1,2025-09-10 11:08:01,R_2sQIMv2LbQwuuZ0,anonymous,EN,6710a58eeff954cb2243950e,2,54,2,2,5,5,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,2,5,5,5,4,5,5,5,4,1,5,5,4,5,1,4,1,1,1,1,1,1,6710a58eeff954cb2243950e,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-10 11:03:26,2025-09-10 11:08:07,0,100,280,1,2025-09-10 11:08:07,R_8oHFZddyTPxaAE1,anonymous,EN,676b1de2c7e0e0fed8203575,2,28,2,2,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,2,3,3,3,3,3,4,4,3,4,5,1,1,1,2,3,4,4,3,1,2,2,1,4,4,5,1,2,1,1,3,1,676b1de2c7e0e0fed8203575,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-10 11:08:00,2025-09-10 11:08:07,0,100,7,1,2025-09-10 11:08:08,R_2kueUvyEvH1AX83,anonymous,EN,5f01ce19f3984631df5348e4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f01ce19f3984631df5348e4,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-10 11:05:12,2025-09-10 11:08:09,0,100,177,1,2025-09-10 11:08:10,R_2OCW3Gd4VAzPwpE,anonymous,EN,5dee0f970fdb274ae30f0846,2,53,1,4,5,5,4,3,3,4,4,4,5,4,4,4,4,4,4,5,5,5,4,4,4,5,4,5,4,4,5,4,3,5,3,4,4,4,4,1,5,4,4,4,3,4,1,1,1,1,1,1,5dee0f970fdb274ae30f0846,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-10 11:05:23,2025-09-10 11:08:10,0,100,166,1,2025-09-10 11:08:10,R_2lB61hbhR77cjcb,anonymous,EN,66d035e529e80315f590ecce,2,46,2,1,4,3,3,4,4,3,3,4,3,3,4,5,3,3,4,3,2,4,4,3,4,4,4,5,4,4,4,3,3,3,4,3,4,4,2,1,3,2,2,3,2,2,3,4,2,2,4,4,66d035e529e80315f590ecce,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-10 11:04:26,2025-09-10 11:08:10,0,100,224,1,2025-09-10 11:08:11,R_8s5fdB1Z2zd3UV8,anonymous,EN,66d442e4967ef7ed4b0c4383,2,63,2,2,5,5,5,2,1,3,2,3,3,3,3,3,3,3,4,4,5,4,1,1,2,3,4,3,3,3,2,1,1,1,4,3,5,5,4,1,5,3,3,4,4,5,1,1,1,1,1,1,66d442e4967ef7ed4b0c4383,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
